INFO - run_mri.py - 2025-02-10 13:11:52,814 - Starting training process 0
INFO - run_mri.py - 2025-02-10 13:11:52,816 - Config: data:
  dataset: MRI
  eval: /home/cidar/Desktop/MRI_superres_registration/data/Registration_slices/test/
  image_size1: 720
  image_size2: 512
  num_channels: 1
  train: /home/cidar/Desktop/MRI_superres_registration/data/Registration_slices/train/
device: !!python/object/apply:torch.device
- cuda
- 0
global_rank: 0
local_rank: 0
model:
  ema_rate: 0.999
  kernel_size: 9
  name: Kernel
  scaling_factors:
  - 0.5
  - 0.5
optim:
  beta1: 0.9
  eps: 1.0e-08
  grad_clip: 1.0
  lr: 0.0002
  optimizer: Adam
  warmup: 5000
  weight_decay: 0
seed: 42
training:
  batch_size: 4
  combined_loss: false
  epochs: 100
  eval_freq: 100
  lambda_sum: 0.01
  log_freq: 25
  loss: mse
  save_every: 10
  snapshot: true
  snapshot_freq_for_preemption: 500

INFO - run_mri.py - 2025-02-10 13:11:53,453 - Starting training loop at step 7600.
INFO - run_mri.py - 2025-02-10 13:13:39,390 - step: 125, training_loss: 1.70986e-03
INFO - run_mri.py - 2025-02-10 13:13:39,842 - step: 150, training_loss: 2.55619e-03
INFO - run_mri.py - 2025-02-10 13:13:40,292 - step: 175, training_loss: 2.56716e-03
INFO - run_mri.py - 2025-02-10 13:13:40,742 - step: 200, training_loss: 1.38228e-03
INFO - run_mri.py - 2025-02-10 13:13:40,763 - step: 200, eval_loss: 2.59689e-03
INFO - run_mri.py - 2025-02-10 13:13:41,211 - step: 225, training_loss: 1.60920e-03
INFO - run_mri.py - 2025-02-10 13:13:41,662 - step: 250, training_loss: 1.38145e-03
INFO - run_mri.py - 2025-02-10 13:13:42,112 - step: 275, training_loss: 3.71922e-03
INFO - run_mri.py - 2025-02-10 13:13:42,565 - step: 300, training_loss: 2.31689e-03
INFO - run_mri.py - 2025-02-10 13:13:42,581 - step: 300, eval_loss: 4.31327e-03
INFO - run_mri.py - 2025-02-10 13:13:43,034 - step: 325, training_loss: 1.79857e-03
INFO - run_mri.py - 2025-02-10 13:13:43,485 - step: 350, training_loss: 1.92854e-03
INFO - run_mri.py - 2025-02-10 13:13:43,936 - step: 375, training_loss: 2.74956e-03
INFO - run_mri.py - 2025-02-10 13:13:44,387 - step: 400, training_loss: 2.20724e-03
INFO - run_mri.py - 2025-02-10 13:13:44,406 - step: 400, eval_loss: 3.01259e-03
INFO - run_mri.py - 2025-02-10 13:13:44,855 - step: 425, training_loss: 1.31087e-03
INFO - run_mri.py - 2025-02-10 13:13:45,305 - step: 450, training_loss: 1.69147e-03
INFO - run_mri.py - 2025-02-10 13:13:45,756 - step: 475, training_loss: 1.76956e-03
INFO - run_mri.py - 2025-02-10 13:13:46,206 - step: 500, training_loss: 2.96067e-03
INFO - run_mri.py - 2025-02-10 13:13:46,225 - step: 500, eval_loss: 2.96511e-03
INFO - run_mri.py - 2025-02-10 13:13:46,675 - step: 525, training_loss: 1.71540e-03
INFO - run_mri.py - 2025-02-10 13:13:47,125 - step: 550, training_loss: 1.56158e-03
INFO - run_mri.py - 2025-02-10 13:13:47,848 - step: 25, training_loss: 1.92821e-03
INFO - run_mri.py - 2025-02-10 13:13:48,298 - step: 50, training_loss: 4.02323e-03
INFO - run_mri.py - 2025-02-10 13:13:48,748 - step: 75, training_loss: 1.56211e-03
INFO - run_mri.py - 2025-02-10 13:13:49,198 - step: 100, training_loss: 3.50064e-03
INFO - run_mri.py - 2025-02-10 13:13:49,217 - step: 100, eval_loss: 1.84565e-03
INFO - run_mri.py - 2025-02-10 13:13:49,666 - step: 125, training_loss: 1.70822e-03
INFO - run_mri.py - 2025-02-10 13:13:50,116 - step: 150, training_loss: 2.55640e-03
INFO - run_mri.py - 2025-02-10 13:13:50,566 - step: 175, training_loss: 2.56545e-03
INFO - run_mri.py - 2025-02-10 13:13:51,016 - step: 200, training_loss: 1.39300e-03
INFO - run_mri.py - 2025-02-10 13:13:51,034 - step: 200, eval_loss: 2.12642e-03
INFO - run_mri.py - 2025-02-10 13:13:51,482 - step: 225, training_loss: 1.61029e-03
INFO - run_mri.py - 2025-02-10 13:13:51,932 - step: 250, training_loss: 1.37720e-03
INFO - run_mri.py - 2025-02-10 13:13:52,382 - step: 275, training_loss: 3.71720e-03
INFO - run_mri.py - 2025-02-10 13:13:52,832 - step: 300, training_loss: 2.32184e-03
INFO - run_mri.py - 2025-02-10 13:13:52,848 - step: 300, eval_loss: 2.47786e-03
INFO - run_mri.py - 2025-02-10 13:13:53,298 - step: 325, training_loss: 1.79049e-03
INFO - run_mri.py - 2025-02-10 13:13:53,748 - step: 350, training_loss: 1.89282e-03
INFO - run_mri.py - 2025-02-10 13:13:54,198 - step: 375, training_loss: 2.75956e-03
INFO - run_mri.py - 2025-02-10 13:13:54,650 - step: 400, training_loss: 2.20522e-03
INFO - run_mri.py - 2025-02-10 13:13:54,668 - step: 400, eval_loss: 3.81851e-03
INFO - run_mri.py - 2025-02-10 13:13:55,120 - step: 425, training_loss: 1.31167e-03
INFO - run_mri.py - 2025-02-10 13:13:55,576 - step: 450, training_loss: 1.69199e-03
INFO - run_mri.py - 2025-02-10 13:13:56,030 - step: 475, training_loss: 1.76919e-03
INFO - run_mri.py - 2025-02-10 13:13:56,480 - step: 500, training_loss: 2.95991e-03
INFO - run_mri.py - 2025-02-10 13:13:56,498 - step: 500, eval_loss: 1.30421e-03
INFO - run_mri.py - 2025-02-10 13:13:56,958 - step: 525, training_loss: 1.70883e-03
INFO - run_mri.py - 2025-02-10 13:13:57,408 - step: 550, training_loss: 1.55234e-03
INFO - run_mri.py - 2025-02-10 13:13:58,096 - step: 25, training_loss: 1.93088e-03
INFO - run_mri.py - 2025-02-10 13:13:58,546 - step: 50, training_loss: 4.03579e-03
INFO - run_mri.py - 2025-02-10 13:13:58,996 - step: 75, training_loss: 1.56459e-03
INFO - run_mri.py - 2025-02-10 13:13:59,447 - step: 100, training_loss: 3.49302e-03
INFO - run_mri.py - 2025-02-10 13:13:59,465 - step: 100, eval_loss: 1.70605e-03
INFO - run_mri.py - 2025-02-10 13:13:59,915 - step: 125, training_loss: 1.70652e-03
INFO - run_mri.py - 2025-02-10 13:14:00,366 - step: 150, training_loss: 2.55663e-03
INFO - run_mri.py - 2025-02-10 13:14:00,819 - step: 175, training_loss: 2.56414e-03
INFO - run_mri.py - 2025-02-10 13:14:01,269 - step: 200, training_loss: 1.40260e-03
INFO - run_mri.py - 2025-02-10 13:14:01,291 - step: 200, eval_loss: 8.99563e-04
INFO - run_mri.py - 2025-02-10 13:14:01,740 - step: 225, training_loss: 1.61102e-03
INFO - run_mri.py - 2025-02-10 13:14:02,190 - step: 250, training_loss: 1.37359e-03
INFO - run_mri.py - 2025-02-10 13:14:02,652 - step: 275, training_loss: 3.71450e-03
INFO - run_mri.py - 2025-02-10 13:14:03,113 - step: 300, training_loss: 2.32605e-03
INFO - run_mri.py - 2025-02-10 13:14:03,132 - step: 300, eval_loss: 2.79946e-03
INFO - run_mri.py - 2025-02-10 13:14:03,583 - step: 325, training_loss: 1.78359e-03
INFO - run_mri.py - 2025-02-10 13:14:04,034 - step: 350, training_loss: 1.85971e-03
INFO - run_mri.py - 2025-02-10 13:14:04,485 - step: 375, training_loss: 2.76906e-03
INFO - run_mri.py - 2025-02-10 13:14:04,935 - step: 400, training_loss: 2.20360e-03
INFO - run_mri.py - 2025-02-10 13:14:04,956 - step: 400, eval_loss: 2.89220e-03
INFO - run_mri.py - 2025-02-10 13:14:05,405 - step: 425, training_loss: 1.31247e-03
INFO - run_mri.py - 2025-02-10 13:14:05,856 - step: 450, training_loss: 1.69195e-03
INFO - run_mri.py - 2025-02-10 13:14:06,306 - step: 475, training_loss: 1.76903e-03
INFO - run_mri.py - 2025-02-10 13:14:06,756 - step: 500, training_loss: 2.95932e-03
INFO - run_mri.py - 2025-02-10 13:14:06,779 - step: 500, eval_loss: 2.59751e-03
INFO - run_mri.py - 2025-02-10 13:14:07,229 - step: 525, training_loss: 1.70247e-03
INFO - run_mri.py - 2025-02-10 13:14:07,679 - step: 550, training_loss: 1.54398e-03
INFO - run_mri.py - 2025-02-10 13:14:08,379 - step: 25, training_loss: 1.93341e-03
INFO - run_mri.py - 2025-02-10 13:14:08,828 - step: 50, training_loss: 4.04656e-03
INFO - run_mri.py - 2025-02-10 13:14:09,281 - step: 75, training_loss: 1.56682e-03
INFO - run_mri.py - 2025-02-10 13:14:09,732 - step: 100, training_loss: 3.48556e-03
INFO - run_mri.py - 2025-02-10 13:14:09,751 - step: 100, eval_loss: 1.27208e-03
INFO - run_mri.py - 2025-02-10 13:14:10,202 - step: 125, training_loss: 1.70493e-03
INFO - run_mri.py - 2025-02-10 13:14:10,655 - step: 150, training_loss: 2.55674e-03
INFO - run_mri.py - 2025-02-10 13:14:11,105 - step: 175, training_loss: 2.56322e-03
INFO - run_mri.py - 2025-02-10 13:14:11,555 - step: 200, training_loss: 1.40992e-03
INFO - run_mri.py - 2025-02-10 13:14:11,571 - step: 200, eval_loss: 2.51807e-03
INFO - run_mri.py - 2025-02-10 13:14:12,028 - step: 225, training_loss: 1.61145e-03
INFO - run_mri.py - 2025-02-10 13:14:12,480 - step: 250, training_loss: 1.37118e-03
INFO - run_mri.py - 2025-02-10 13:14:12,934 - step: 275, training_loss: 3.71129e-03
INFO - run_mri.py - 2025-02-10 13:14:13,385 - step: 300, training_loss: 2.32851e-03
INFO - run_mri.py - 2025-02-10 13:14:13,401 - step: 300, eval_loss: 4.86721e-03
INFO - run_mri.py - 2025-02-10 13:14:13,852 - step: 325, training_loss: 1.77862e-03
INFO - run_mri.py - 2025-02-10 13:14:14,302 - step: 350, training_loss: 1.83278e-03
INFO - run_mri.py - 2025-02-10 13:14:14,753 - step: 375, training_loss: 2.77678e-03
INFO - run_mri.py - 2025-02-10 13:14:15,203 - step: 400, training_loss: 2.20294e-03
INFO - run_mri.py - 2025-02-10 13:14:15,220 - step: 400, eval_loss: 2.53076e-03
INFO - run_mri.py - 2025-02-10 13:14:15,674 - step: 425, training_loss: 1.31309e-03
INFO - run_mri.py - 2025-02-10 13:14:16,127 - step: 450, training_loss: 1.69186e-03
INFO - run_mri.py - 2025-02-10 13:14:16,580 - step: 475, training_loss: 1.76879e-03
INFO - run_mri.py - 2025-02-10 13:14:17,039 - step: 500, training_loss: 2.95898e-03
INFO - run_mri.py - 2025-02-10 13:14:17,057 - step: 500, eval_loss: 3.41279e-03
INFO - run_mri.py - 2025-02-10 13:14:17,507 - step: 525, training_loss: 1.69739e-03
INFO - run_mri.py - 2025-02-10 13:14:17,957 - step: 550, training_loss: 1.53715e-03
INFO - run_mri.py - 2025-02-10 13:14:18,653 - step: 25, training_loss: 1.93559e-03
INFO - run_mri.py - 2025-02-10 13:14:19,104 - step: 50, training_loss: 4.05493e-03
INFO - run_mri.py - 2025-02-10 13:14:19,554 - step: 75, training_loss: 1.56883e-03
INFO - run_mri.py - 2025-02-10 13:14:20,004 - step: 100, training_loss: 3.47867e-03
INFO - run_mri.py - 2025-02-10 13:14:20,015 - step: 100, eval_loss: 3.31214e-03
INFO - run_mri.py - 2025-02-10 13:14:20,467 - step: 125, training_loss: 1.70379e-03
INFO - run_mri.py - 2025-02-10 13:14:20,917 - step: 150, training_loss: 2.55640e-03
INFO - run_mri.py - 2025-02-10 13:14:21,367 - step: 175, training_loss: 2.56297e-03
INFO - run_mri.py - 2025-02-10 13:14:21,820 - step: 200, training_loss: 1.41560e-03
INFO - run_mri.py - 2025-02-10 13:14:21,840 - step: 200, eval_loss: 1.86794e-03
INFO - run_mri.py - 2025-02-10 13:14:22,304 - step: 225, training_loss: 1.61145e-03
INFO - run_mri.py - 2025-02-10 13:14:22,755 - step: 250, training_loss: 1.36932e-03
INFO - run_mri.py - 2025-02-10 13:14:23,206 - step: 275, training_loss: 3.70772e-03
INFO - run_mri.py - 2025-02-10 13:14:23,656 - step: 300, training_loss: 2.32986e-03
INFO - run_mri.py - 2025-02-10 13:14:23,676 - step: 300, eval_loss: 2.74532e-03
INFO - run_mri.py - 2025-02-10 13:14:24,139 - step: 325, training_loss: 1.77427e-03
INFO - run_mri.py - 2025-02-10 13:14:24,589 - step: 350, training_loss: 1.80817e-03
INFO - run_mri.py - 2025-02-10 13:14:25,040 - step: 375, training_loss: 2.78416e-03
INFO - run_mri.py - 2025-02-10 13:14:25,492 - step: 400, training_loss: 2.20224e-03
INFO - run_mri.py - 2025-02-10 13:14:25,509 - step: 400, eval_loss: 2.39583e-03
INFO - run_mri.py - 2025-02-10 13:14:25,960 - step: 425, training_loss: 1.31356e-03
INFO - run_mri.py - 2025-02-10 13:14:26,410 - step: 450, training_loss: 1.69175e-03
INFO - run_mri.py - 2025-02-10 13:14:26,862 - step: 475, training_loss: 1.76852e-03
INFO - run_mri.py - 2025-02-10 13:14:27,312 - step: 500, training_loss: 2.95857e-03
INFO - run_mri.py - 2025-02-10 13:14:27,331 - step: 500, eval_loss: 2.03532e-03
INFO - run_mri.py - 2025-02-10 13:14:27,783 - step: 525, training_loss: 1.69273e-03
INFO - run_mri.py - 2025-02-10 13:14:28,234 - step: 550, training_loss: 1.53092e-03
INFO - run_mri.py - 2025-02-10 13:14:28,924 - step: 25, training_loss: 1.93790e-03
INFO - run_mri.py - 2025-02-10 13:14:29,379 - step: 50, training_loss: 4.06265e-03
INFO - run_mri.py - 2025-02-10 13:14:29,831 - step: 75, training_loss: 1.57076e-03
INFO - run_mri.py - 2025-02-10 13:14:30,282 - step: 100, training_loss: 3.47196e-03
INFO - run_mri.py - 2025-02-10 13:14:30,303 - step: 100, eval_loss: 5.10796e-03
INFO - run_mri.py - 2025-02-10 13:14:30,754 - step: 125, training_loss: 1.70268e-03
INFO - run_mri.py - 2025-02-10 13:14:31,204 - step: 150, training_loss: 2.55622e-03
INFO - run_mri.py - 2025-02-10 13:14:31,656 - step: 175, training_loss: 2.56304e-03
INFO - run_mri.py - 2025-02-10 13:14:32,107 - step: 200, training_loss: 1.42082e-03
INFO - run_mri.py - 2025-02-10 13:14:32,126 - step: 200, eval_loss: 1.62386e-03
INFO - run_mri.py - 2025-02-10 13:14:32,576 - step: 225, training_loss: 1.61148e-03
INFO - run_mri.py - 2025-02-10 13:14:33,027 - step: 250, training_loss: 1.36788e-03
INFO - run_mri.py - 2025-02-10 13:14:33,479 - step: 275, training_loss: 3.70437e-03
INFO - run_mri.py - 2025-02-10 13:14:33,930 - step: 300, training_loss: 2.33093e-03
INFO - run_mri.py - 2025-02-10 13:14:33,941 - step: 300, eval_loss: 1.19544e-03
INFO - run_mri.py - 2025-02-10 13:14:34,392 - step: 325, training_loss: 1.77017e-03
INFO - run_mri.py - 2025-02-10 13:14:34,844 - step: 350, training_loss: 1.78603e-03
INFO - run_mri.py - 2025-02-10 13:14:35,296 - step: 375, training_loss: 2.79121e-03
INFO - run_mri.py - 2025-02-10 13:14:35,748 - step: 400, training_loss: 2.20153e-03
INFO - run_mri.py - 2025-02-10 13:14:35,769 - step: 400, eval_loss: 1.31449e-03
INFO - run_mri.py - 2025-02-10 13:14:36,220 - step: 425, training_loss: 1.31395e-03
INFO - run_mri.py - 2025-02-10 13:14:36,672 - step: 450, training_loss: 1.69176e-03
INFO - run_mri.py - 2025-02-10 13:14:37,135 - step: 475, training_loss: 1.76824e-03
INFO - run_mri.py - 2025-02-10 13:14:37,588 - step: 500, training_loss: 2.95813e-03
INFO - run_mri.py - 2025-02-10 13:14:37,600 - step: 500, eval_loss: 1.17347e-03
INFO - run_mri.py - 2025-02-10 13:14:38,050 - step: 525, training_loss: 1.68878e-03
INFO - run_mri.py - 2025-02-10 13:14:38,502 - step: 550, training_loss: 1.52544e-03
INFO - run_mri.py - 2025-02-10 13:14:39,181 - step: 25, training_loss: 1.94032e-03
INFO - run_mri.py - 2025-02-10 13:14:39,632 - step: 50, training_loss: 4.06931e-03
INFO - run_mri.py - 2025-02-10 13:14:40,083 - step: 75, training_loss: 1.57264e-03
INFO - run_mri.py - 2025-02-10 13:14:40,535 - step: 100, training_loss: 3.46572e-03
INFO - run_mri.py - 2025-02-10 13:14:40,554 - step: 100, eval_loss: 2.20915e-03
INFO - run_mri.py - 2025-02-10 13:14:41,010 - step: 125, training_loss: 1.70173e-03
INFO - run_mri.py - 2025-02-10 13:14:41,461 - step: 150, training_loss: 2.55598e-03
INFO - run_mri.py - 2025-02-10 13:14:41,913 - step: 175, training_loss: 2.56358e-03
INFO - run_mri.py - 2025-02-10 13:14:42,365 - step: 200, training_loss: 1.42521e-03
INFO - run_mri.py - 2025-02-10 13:14:42,385 - step: 200, eval_loss: 3.37909e-03
INFO - run_mri.py - 2025-02-10 13:14:42,837 - step: 225, training_loss: 1.61160e-03
INFO - run_mri.py - 2025-02-10 13:14:43,287 - step: 250, training_loss: 1.36684e-03
INFO - run_mri.py - 2025-02-10 13:14:43,740 - step: 275, training_loss: 3.70155e-03
INFO - run_mri.py - 2025-02-10 13:14:44,192 - step: 300, training_loss: 2.33163e-03
INFO - run_mri.py - 2025-02-10 13:14:44,202 - step: 300, eval_loss: 1.55483e-03
INFO - run_mri.py - 2025-02-10 13:14:44,658 - step: 325, training_loss: 1.76635e-03
INFO - run_mri.py - 2025-02-10 13:14:45,111 - step: 350, training_loss: 1.76587e-03
INFO - run_mri.py - 2025-02-10 13:14:45,563 - step: 375, training_loss: 2.79789e-03
INFO - run_mri.py - 2025-02-10 13:14:46,015 - step: 400, training_loss: 2.20073e-03
INFO - run_mri.py - 2025-02-10 13:14:46,030 - step: 400, eval_loss: 5.95817e-03
INFO - run_mri.py - 2025-02-10 13:14:46,482 - step: 425, training_loss: 1.31431e-03
INFO - run_mri.py - 2025-02-10 13:14:46,934 - step: 450, training_loss: 1.69189e-03
INFO - run_mri.py - 2025-02-10 13:14:47,387 - step: 475, training_loss: 1.76781e-03
INFO - run_mri.py - 2025-02-10 13:14:47,839 - step: 500, training_loss: 2.95778e-03
INFO - run_mri.py - 2025-02-10 13:14:47,859 - step: 500, eval_loss: 3.65546e-03
INFO - run_mri.py - 2025-02-10 13:14:48,315 - step: 525, training_loss: 1.68537e-03
INFO - run_mri.py - 2025-02-10 13:14:48,766 - step: 550, training_loss: 1.52044e-03
INFO - run_mri.py - 2025-02-10 13:14:49,453 - step: 25, training_loss: 1.94277e-03
INFO - run_mri.py - 2025-02-10 13:14:49,905 - step: 50, training_loss: 4.07561e-03
INFO - run_mri.py - 2025-02-10 13:14:50,356 - step: 75, training_loss: 1.57461e-03
INFO - run_mri.py - 2025-02-10 13:14:50,808 - step: 100, training_loss: 3.46001e-03
INFO - run_mri.py - 2025-02-10 13:14:50,824 - step: 100, eval_loss: 2.82811e-03
INFO - run_mri.py - 2025-02-10 13:14:51,275 - step: 125, training_loss: 1.70100e-03
INFO - run_mri.py - 2025-02-10 13:14:51,726 - step: 150, training_loss: 2.55563e-03
INFO - run_mri.py - 2025-02-10 13:14:52,177 - step: 175, training_loss: 2.56473e-03
INFO - run_mri.py - 2025-02-10 13:14:52,624 - step: 200, training_loss: 1.42902e-03
INFO - run_mri.py - 2025-02-10 13:14:52,635 - step: 200, eval_loss: 3.49987e-03
INFO - run_mri.py - 2025-02-10 13:14:53,082 - step: 225, training_loss: 1.61189e-03
INFO - run_mri.py - 2025-02-10 13:14:53,529 - step: 250, training_loss: 1.36593e-03
INFO - run_mri.py - 2025-02-10 13:14:53,978 - step: 275, training_loss: 3.69940e-03
INFO - run_mri.py - 2025-02-10 13:14:54,426 - step: 300, training_loss: 2.33211e-03
INFO - run_mri.py - 2025-02-10 13:14:54,448 - step: 300, eval_loss: 2.12029e-03
INFO - run_mri.py - 2025-02-10 13:14:54,899 - step: 325, training_loss: 1.76271e-03
INFO - run_mri.py - 2025-02-10 13:14:55,355 - step: 350, training_loss: 1.74664e-03
INFO - run_mri.py - 2025-02-10 13:14:55,803 - step: 375, training_loss: 2.80439e-03
INFO - run_mri.py - 2025-02-10 13:14:56,251 - step: 400, training_loss: 2.19976e-03
INFO - run_mri.py - 2025-02-10 13:14:56,271 - step: 400, eval_loss: 1.35447e-03
INFO - run_mri.py - 2025-02-10 13:14:56,719 - step: 425, training_loss: 1.31471e-03
INFO - run_mri.py - 2025-02-10 13:14:57,167 - step: 450, training_loss: 1.69209e-03
INFO - run_mri.py - 2025-02-10 13:14:57,615 - step: 475, training_loss: 1.76721e-03
INFO - run_mri.py - 2025-02-10 13:14:58,064 - step: 500, training_loss: 2.95750e-03
INFO - run_mri.py - 2025-02-10 13:14:58,082 - step: 500, eval_loss: 1.75790e-03
INFO - run_mri.py - 2025-02-10 13:14:58,529 - step: 525, training_loss: 1.68216e-03
INFO - run_mri.py - 2025-02-10 13:14:58,976 - step: 550, training_loss: 1.51569e-03
INFO - run_mri.py - 2025-02-10 13:14:59,647 - step: 25, training_loss: 1.94518e-03
INFO - run_mri.py - 2025-02-10 13:15:00,095 - step: 50, training_loss: 4.08209e-03
INFO - run_mri.py - 2025-02-10 13:15:00,543 - step: 75, training_loss: 1.57673e-03
INFO - run_mri.py - 2025-02-10 13:15:00,991 - step: 100, training_loss: 3.45468e-03
INFO - run_mri.py - 2025-02-10 13:15:01,009 - step: 100, eval_loss: 2.14797e-03
INFO - run_mri.py - 2025-02-10 13:15:01,454 - step: 125, training_loss: 1.70040e-03
INFO - run_mri.py - 2025-02-10 13:15:01,905 - step: 150, training_loss: 2.55526e-03
INFO - run_mri.py - 2025-02-10 13:15:02,352 - step: 175, training_loss: 2.56626e-03
INFO - run_mri.py - 2025-02-10 13:15:02,801 - step: 200, training_loss: 1.43250e-03
INFO - run_mri.py - 2025-02-10 13:15:02,812 - step: 200, eval_loss: 1.36987e-03
INFO - run_mri.py - 2025-02-10 13:15:03,262 - step: 225, training_loss: 1.61229e-03
INFO - run_mri.py - 2025-02-10 13:15:03,709 - step: 250, training_loss: 1.36501e-03
INFO - run_mri.py - 2025-02-10 13:15:04,156 - step: 275, training_loss: 3.69772e-03
INFO - run_mri.py - 2025-02-10 13:15:04,604 - step: 300, training_loss: 2.33240e-03
INFO - run_mri.py - 2025-02-10 13:15:04,622 - step: 300, eval_loss: 3.54252e-03
INFO - run_mri.py - 2025-02-10 13:15:05,069 - step: 325, training_loss: 1.75926e-03
INFO - run_mri.py - 2025-02-10 13:15:05,517 - step: 350, training_loss: 1.72805e-03
INFO - run_mri.py - 2025-02-10 13:15:05,965 - step: 375, training_loss: 2.81054e-03
INFO - run_mri.py - 2025-02-10 13:15:06,413 - step: 400, training_loss: 2.19864e-03
INFO - run_mri.py - 2025-02-10 13:15:06,429 - step: 400, eval_loss: 1.77598e-03
INFO - run_mri.py - 2025-02-10 13:15:06,878 - step: 425, training_loss: 1.31512e-03
INFO - run_mri.py - 2025-02-10 13:15:07,326 - step: 450, training_loss: 1.69226e-03
INFO - run_mri.py - 2025-02-10 13:15:07,774 - step: 475, training_loss: 1.76643e-03
INFO - run_mri.py - 2025-02-10 13:15:08,222 - step: 500, training_loss: 2.95713e-03
INFO - run_mri.py - 2025-02-10 13:15:08,236 - step: 500, eval_loss: 1.83753e-03
INFO - run_mri.py - 2025-02-10 13:15:08,682 - step: 525, training_loss: 1.67903e-03
INFO - run_mri.py - 2025-02-10 13:15:09,129 - step: 550, training_loss: 1.51123e-03
INFO - run_mri.py - 2025-02-10 13:15:09,798 - step: 25, training_loss: 1.94723e-03
INFO - run_mri.py - 2025-02-10 13:15:10,250 - step: 50, training_loss: 4.08858e-03
INFO - run_mri.py - 2025-02-10 13:15:10,694 - step: 75, training_loss: 1.57899e-03
INFO - run_mri.py - 2025-02-10 13:15:11,139 - step: 100, training_loss: 3.44956e-03
INFO - run_mri.py - 2025-02-10 13:15:11,157 - step: 100, eval_loss: 6.48364e-03
INFO - run_mri.py - 2025-02-10 13:15:11,601 - step: 125, training_loss: 1.69984e-03
INFO - run_mri.py - 2025-02-10 13:15:12,047 - step: 150, training_loss: 2.55466e-03
INFO - run_mri.py - 2025-02-10 13:15:12,492 - step: 175, training_loss: 2.56771e-03
INFO - run_mri.py - 2025-02-10 13:15:12,943 - step: 200, training_loss: 1.43563e-03
INFO - run_mri.py - 2025-02-10 13:15:12,954 - step: 200, eval_loss: 1.92389e-03
INFO - run_mri.py - 2025-02-10 13:15:13,397 - step: 225, training_loss: 1.61259e-03
INFO - run_mri.py - 2025-02-10 13:15:13,842 - step: 250, training_loss: 1.36408e-03
INFO - run_mri.py - 2025-02-10 13:15:14,288 - step: 275, training_loss: 3.69597e-03
INFO - run_mri.py - 2025-02-10 13:15:14,733 - step: 300, training_loss: 2.33253e-03
INFO - run_mri.py - 2025-02-10 13:15:14,751 - step: 300, eval_loss: 3.29176e-03
INFO - run_mri.py - 2025-02-10 13:15:15,195 - step: 325, training_loss: 1.75611e-03
INFO - run_mri.py - 2025-02-10 13:15:15,641 - step: 350, training_loss: 1.71037e-03
INFO - run_mri.py - 2025-02-10 13:15:16,087 - step: 375, training_loss: 2.81590e-03
INFO - run_mri.py - 2025-02-10 13:15:16,541 - step: 400, training_loss: 2.19740e-03
INFO - run_mri.py - 2025-02-10 13:15:16,553 - step: 400, eval_loss: 2.75189e-03
INFO - run_mri.py - 2025-02-10 13:15:16,997 - step: 425, training_loss: 1.31557e-03
INFO - run_mri.py - 2025-02-10 13:15:17,443 - step: 450, training_loss: 1.69218e-03
INFO - run_mri.py - 2025-02-10 13:15:17,890 - step: 475, training_loss: 1.76540e-03
INFO - run_mri.py - 2025-02-10 13:15:18,335 - step: 500, training_loss: 2.95657e-03
INFO - run_mri.py - 2025-02-10 13:15:18,353 - step: 500, eval_loss: 8.33102e-03
INFO - run_mri.py - 2025-02-10 13:15:18,799 - step: 525, training_loss: 1.67582e-03
INFO - run_mri.py - 2025-02-10 13:15:19,244 - step: 550, training_loss: 1.50693e-03
INFO - run_mri.py - 2025-02-10 13:15:19,923 - step: 25, training_loss: 1.94890e-03
INFO - run_mri.py - 2025-02-10 13:15:20,368 - step: 50, training_loss: 4.09526e-03
INFO - run_mri.py - 2025-02-10 13:15:20,813 - step: 75, training_loss: 1.58119e-03
INFO - run_mri.py - 2025-02-10 13:15:21,258 - step: 100, training_loss: 3.44450e-03
INFO - run_mri.py - 2025-02-10 13:15:21,273 - step: 100, eval_loss: 8.96538e-04
INFO - run_mri.py - 2025-02-10 13:15:21,722 - step: 125, training_loss: 1.69902e-03
INFO - run_mri.py - 2025-02-10 13:15:22,168 - step: 150, training_loss: 2.55428e-03
INFO - run_mri.py - 2025-02-10 13:15:22,614 - step: 175, training_loss: 2.56906e-03
INFO - run_mri.py - 2025-02-10 13:15:23,059 - step: 200, training_loss: 1.43862e-03
INFO - run_mri.py - 2025-02-10 13:15:23,075 - step: 200, eval_loss: 1.08376e-03
INFO - run_mri.py - 2025-02-10 13:15:23,527 - step: 225, training_loss: 1.61267e-03
INFO - run_mri.py - 2025-02-10 13:15:23,972 - step: 250, training_loss: 1.36311e-03
INFO - run_mri.py - 2025-02-10 13:15:24,417 - step: 275, training_loss: 3.69403e-03
INFO - run_mri.py - 2025-02-10 13:15:24,864 - step: 300, training_loss: 2.33200e-03
INFO - run_mri.py - 2025-02-10 13:15:24,874 - step: 300, eval_loss: 1.03757e-03
INFO - run_mri.py - 2025-02-10 13:15:25,319 - step: 325, training_loss: 1.75306e-03
INFO - run_mri.py - 2025-02-10 13:15:25,765 - step: 350, training_loss: 1.69304e-03
INFO - run_mri.py - 2025-02-10 13:15:26,212 - step: 375, training_loss: 2.82124e-03
INFO - run_mri.py - 2025-02-10 13:15:26,657 - step: 400, training_loss: 2.19558e-03
INFO - run_mri.py - 2025-02-10 13:15:26,673 - step: 400, eval_loss: 1.79268e-03
INFO - run_mri.py - 2025-02-10 13:15:27,119 - step: 425, training_loss: 1.31599e-03
